Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,16-09-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.34631348,88.84233093,100.8652496,92.18653107,92.75881958,100.8046875,104.8952789,,92.80625916,92.33635712,92.30351257,,96.76853943,93.57679749,89.95716095,91.51094055,90.19304657,93.26407623,92.35276031,
American Samoa,ASM,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,76.77565002,80.56817627,,,,,,,,,,,,,,,,89.68254089,,,,,,,,,,,,,,,,111.096077,101.5936279,108.3550873,109.1623001,,107.6817627,120.3910599,94.05098724,97.00428009,99.71263885,93.49710846,,,
Australia,AUS,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,94.30963898,96.09867859,96.22576141,,,,,,,,,,,,,,,,,,,,,,,,,101.084053,100.6203995,,,100.5769119,,99.16996765,,,,,,,97.31096649,96.19722748,98.13018036,98.38929749,100.7903824,99.71157837,98.89478302,99.81181335,99.17488861,,
Azerbaijan,AZE,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7636719,96.26303864,88.03153229,79.07868958,101.6033707,96.26806641,92.5545578,93.76524353,96.3216095,94.5982132,95.09535217,96.28642273,97.25189209,92.21774292,97.80458069,91.6603775,92.07533264,89.98708344,93.34938049,92.33953094,89.43961334,98.5741806,104.7369995,112.6945419,106.7825623,99.85738373,100.3920212,98.61254883,
Burundi,BDI,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,8.565719604,,14.94911957,14.53563976,15.30405045,14.04316044,14.50485992,14.28361988,14.21331978,14.44466972,14.89986992,17.69788933,24.17431068,33.26863098,35.22132111,35.91529083,35.75627136,48.50374985,39.75680161,48.64088058,49.1584816,55.42736816,58.76214981,,,,,,,26.56370926,27.46974945,28.1213398,34.00286865,37.86994171,38.30987167,,41.93265152,44.66130829,50.0250206,52.72304153,56.34801102,61.44678116,67.30024719,64.83944702,59.59252167,62.26440048,63.24760818,58.17401123,54.29693985,,48.83874893
Belgium,BEL,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,66.82762146,68.92510986,69.80503082,70.92868042,74.54884338,66.68811035,66.19811249,72.3756485,73.33408356,68.95205688,72.43763733,70.90561676,69.78093719,69.08119965,70.72219849,,,76.13886261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,26.44061089,30.6540699,31.23372078,29.84650993,37.3768692,35.8997612,35.41596985,37.79687119,38.98609924,40.2020607,43.8405304,45.76844025,52.55804825,41.26819992,47.30083084,43.07334137,41.56422043,37.86800003,37.31694031,26.11730003,29.07171059,29.67354965,32.60429001,35.07749176,40.89115906,44.24031067,47.29682922,50.80659866,,49.37075043,54.06932068,56.63005829,60.79333115,63.0627594,,,,73.59329987,,75.01155853,79.1028595,80.34953308,85.47634125,85.20334625,86.04148865,85.3337326,,,67.63040924,65.30703735,
Burkina Faso,BFA,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,9.573320389,8.917539597,9.092329979,8.525139809,9.644479752,9.598360062,10.69871044,11.06453991,12.18412018,11.85439968,13.22412014,13.48841,14.32794952,15.06087971,17.60695076,,19.9490509,21.28866959,20.88015938,24.60763931,24.63355064,31.51265907,32.82102966,33.5381012,21.80421066,26.96513939,,,27.5995903,29.83723068,31.58820915,31.99354935,33.29827881,34.56198883,35.87611008,36.61656952,39.1280899,43.28087997,47.26895905,49.89636993,56.28258896,58.65169144,62.18212128,59.05680847,60.56119919,59.47016907,60.78897858,62.602211,60.96854019,60.50276947,
Bangladesh,BGD,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,58.89960098,,,,,35.51388931,,,,,,,,,,,,,,,,,,,,,,,,63.86931992,,,56.17070007,62.53266144,64.05394745,,,,,,,,,,,
Bulgaria,BGR,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,98.48264313,103.2482681,102.1687012,100.7733612,99.119133,87.32454681,87.74417877,86.0822525,88.08995056,87.99590302,90.29424286,94.69238281,94.54168701,97.24437714,96.60484314,102.8604889,97.24227905,98.87976837,99.10523224,98.29698944,99.21765137,101.7548904,96.17198181,101.497963,112.9338303,110.3877869,102.3210297,99.62528229,98.22891998,96.58576202,92.31513214,90.47045898,87.07457733,85.43353271,,
Bahrain,BHR,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,103.7967606,95.10315704,93.39195251,97.71852875,92.00099945,91.9046402,99.44255829,102.8664627,,101.1226273,100.8664398,100.4478836,92.79923248,91.29476929,90.12744904,,93.13493347,101.539299,98.38170624,94.65762329,100.1588821,99.9692688,98.98854828,98.78450012,,,,,,87.19394684,92.86847687,95.96231079,96.96389771,97.35212708,96.28370667,98.57032776,96.51583099,103.1758194,,
"Bahamas, The",BHS,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.1204834,,,,,,101.6666718,98.1859436,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.60881805,75.522789,79.66146851,93.80587769,102.2073135,94.72200012,89.16294861,85.91374207,,,
Belarus,BLR,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.81407166,99.84127045,98.09947205,96.98731232,97.76670837,,99.28829193,102.4496002,107.0897522,133.1674042,103.1070023,104.4361801,101.2174377,99.32881165,97.14167023,99.32058716,,,108.363739,104.2929611,100.4242401,98.5842514,96.9912262,96.18154907,101.8936691,104.5922775,109.1654434,98.68195343,
Belize,BLZ,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.27262115,,,88.8966217,96.27072144,,,99.82993317,102.6490097,99.61831665,,95.37451935,97.67307281,99.03627777,98.92443085,96.63163757,94.30464172,98.16850281,103.189827,103.2947235,107.1210632,101.8158875,103.3659897,104.8854218,104.9796677,102.7870102,104.8183517,102.6206512,104.4970093,
Bermuda,BMU,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,67.10962677,,,,,,,,,,,,,,,,,,,,,,,,,,96.35534668,97.02516937,93.56321716,,,,,,,,102.5641022,104.7120438,98.93332672,,,,,,,,
Bolivia,BOL,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.97332764,96.57731628,96.9919281,94.01808929,90.57785034,89.34018707,90.21766663,92.16622925,95.43340302,91.57771301,92.58287048,
Brazil,BRA,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,BRB,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.16796875,100.3421326,106.268219,103.0746689,106.2315979,100.1481476,90.81835938,97.16599274,92.26831055,93.59503937,93.92523193,93.16770172,97.34014893,,,,,,,87.61592865,88.65287781,93.39839172,
Brunei Darussalam,BRN,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,107.0883331,107.0861969,110.6646118,102.0273666,113.493248,105.6918488,96.80850983,102.0408173,92.43119049,89.87451172,84.10868835,80.01570129,60.24868011,,116.4510193,,,,,,,,,,,109.296402,118.3250885,121.1330872,119.4664307,130.0322266,123.7238998,125.5688324,112.2904968,104.2861099,107.3804932,107.5319595,105.4246597,102.0788269,106.1054306,111.6183701,107.6047668,106.360817,100.0858917,101.1403503,107.461792,108.4123611,107.6032486,98.92337036,105.1616898,
Bhutan,BTN,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,12.82654953,13.96786022,,,,,,,,,,,,,,27.45569038,31.22570992,,,,51.02178955,54.13938141,54.53850937,54.72312927,,,,,70.88686371,,75.34677887,77.07373047,81.69526672,86.31912994,96.9916687,94.49591064,90.65524292,91.52185822,95.49971771,95.7190094,83.87330627,71.53948212,76.220047,
Botswana,BWA,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,42.022789,45.96622849,52.55176163,,,,,,,53.79359055,,69.54042816,73.14678192,66.25659943,71.49362183,75.08753967,85.30509186,87.62419891,85.98155212,81.97593689,86.1624527,87.6767807,89.19699097,89.03412628,92.85334778,90.55806732,93.20334625,,95.97673035,93.56976318,94.3925705,96.0131073,97.53404999,96.83595276,95.95755005,93.78575897,98.18148041,96.14006805,97.59883118,100.2747498,,,99.45818329,98.97316742,,93.9801178,,,,,,
Central African Republic,CAF,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,44.21017075,39.04925156,49.1615181,42.75447083,55.49645996,43.62453079,,62.06657028,,,42.85821152,42.69158173,38.52120972,,,49.77700043,37.50445175,38.77164078,39.4971199,43.53955078,38.09743881,30.7441597,,,,,,,,,,,,30.14332962,32.69868088,32.00588989,,43.60681152,45.93416977,49.42834854,50.17316818,52.02698898,,,,48.87702179,64.57827759,,,,
Canada,CAN,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.31289673,95.74389648,97.74755096,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.15556335,92.85211182,90.52062225,90.81236267,91.30091095,91.79673004,92.58213806,94.88881683,96.78122711,96.24791718,95.84590912,95.74690247,97.35485077,96.81773376,97.88265228,98.67736816,97.67507172,96.44669342,95.95580292,95.05400085,95.74642944,97.35636902,98.03761292,97.1436615,97.53946686,97.27541351,97.91956329,97.01676178,98.23103333,93.07784271,93.63877106,93.71298981,
Switzerland,CHE,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,53.06082916,60.48036957,58.00815964,56.84225082,51.32406998,51.33528137,51.54790878,50.40948868,50.66717911,49.56235123,48.86188126,48.01050186,49.20780182,51.05556107,53.50289154,54.7538414,61.97605133,62.99995041,,73.04476166,,,94.04077148,94.98486328,97.04763794,96.95893097,96.88461304,97.96869659,95.65207672,92.64407349,92.27062988,93.44074249,94.48712921,94.6448822,95.48908997,96.1207962,96.33869934,94.84423065,94.58879852,96.02683258,95.66293335,95.67337036,95.46112061,,
Channel Islands,CHI,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,78.62132263,85.78170013,90.11480713,90.64174652,88.96418762,89.47405243,91.80515289,90.06507874,,,,,,97.58833313,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.61013794,98.72750092,99.10611725,98.90184021,97.11125946,96.0281601,95.35553741,96.71675873,98.78112793,,
China,CHN,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.10134125,92.87107086,,,,,,,,,91.82227325,93.6427536,99.71634674,98.85392761,,,,,,,,,,,,
Cote d'Ivoire,CIV,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,54.54518127,55.08995056,,63.98566055,67.947258,67.92720795,70.61591339,73.2918396,77.17862701,,73.75437164,71.65297699,59.28826904,61.63314819,59.66563034,60.8162117,55.3492012,53.13647079,59.14593887,52.8576088,54.07717133,52.87850189,51.00251007,52.56607819,49.4759903,48.07614136,,53.13919067,59.48442841,,,,,54.33803177,53.30847931,,53.77806091,,59.24300003,62.47925186,59.8746109,61.51609039,66.54544067,69.92545319,78.49423218,79.83106232,82.34056854,83.86546326,85.04006195
Cameroon,CMR,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,57.67358017,56.58504105,58.70772934,59.98065186,60.40266037,71.75865173,60.31357956,57.51964188,57.37728882,55.80614853,55.58235168,57.24441147,58.57004929,58.73601913,60.1866684,60.60789871,,58.25146866,58.93957138,,,,,,,,52.68117142,52.91843033,,,60.94818115,63.71593857,,54.93672943,59.11159897,75.82006073,75.50785828,77.31671143,76.13083649,79.48008728,,77.1685791,78.1202774,77.28809357,71.68711853,67.67904663,68.58518219,,
"Congo, Dem. Rep.",COD,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,61.73939133,64.07421875,,,,73.16291809,75.36927795,78.97447205,,76.6683197,77.7417984,80.8723526,82.01361084,82.86717987,,,,64.1464386,,,65.64230347,61.05619812,66.94685364,57.5112114,,,,,37.48920059,,,51.05212021,,,,,66.0117569,71.24825287,74.35011292,72.46961975,76.11250305,81.10411835,76.78684998,73.52822113,69.49427032,,,,,,
"Congo, Rep.",COG,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,70.38677216,80.71095276,67.88951111,77.14755249,77.5266037,79.98616791,78.84651947,86.00727081,85.70160675,81.57173157,81.37003326,71.87799835,76.90228271,72.86444855,72.78936005,72.13819122,73.68190002,68.40361023,59.60678864,59.38212967,61.86598969,64.76463318,55.67932892,,49.47930145,,,30.90806961,,56.5498085,59.89559937,57.52536011,83.8841095,72.5306015,79.63880157,76.84528351,71.21325684,70.89205933,70.58432007,75.7182312,67.35238647,,,,,,,,,
Colombia,COL,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,59.37496185,48.21321869,48.36619186,50.87850952,51.00593948,,,,,,,,69.20101929,71.69429779,72.4864502,66.4265213,73.96443939,69.1256485,68.42550659,68.12172699,63.98086929,71.36392212,76.9680481,80.59062195,81.55661774,85.46943665,87.17469025,,93.15126038,94.09416962,93.44893646,,90.48020172,,97.96598816,102.1376419,108.5495605,110.4139633,111.2886963,115.846611,115.5334778,115.3786621,110.195549,100.4837799,99.849823,100.6050568,102.2489395,105.998558,107.1388626,107.093132,103.726532,
Comoros,COM,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,80.67375946,61.2833786,,,,,49.04529953,,,,,,,50.95217896,,,61.58666992,60.62556839,63.32556152,,,66.52626038,82.06535339,,,,,72.80348969,74.96710968,,67.58576965,76.22283936,,,,
Cabo Verde,CPV,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,7.790100098,11.34181023,,13.09786987,14.06593037,12.11464024,19.13084984,29.85108948,26.07559013,25.01823044,32.77915955,35.25381088,36.8706398,41.32210159,46.99824142,,60.99063873,,,,77.92926788,,,,99.29480743,,103.7042999,97.2147522,97.86038208,96.52713013,95.57167053,78.29180908,91.13424683,89.07022858,97.12476349,96.84677124,102.1179504,95.10424042,98.34555054,93.21198273,97.50714111,95.1247406,91.93887329,86.67829895,85.26541901,101.912941,,
Costa Rica,CRI,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,73.35928345,72.69255066,81.96903229,86.8446579,86.11620331,82.40415955,79.29653168,86.7065506,83.88996124,82.76210022,83.68891907,86.98870087,87.26004028,,,77.03050232,78.21877289,75.24012756,74.98259735,73.97615051,,77.81297302,79.88826752,82.2228775,80.44850159,79.42562866,79.76682281,,,81.2388916,87.13275909,90.06456757,93.37541962,,93.72503662,93.26756287,89.28697968,91.79416656,92.83621979,97.60700989,98.78665161,103.0760574,101.3884506,98.31069946,98.69535828,99.29614258,96.52269745,96.06994629,98.07055664,103.0249634,104.2685394,
Caribbean small states,CSS,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,87.74909973,87.22315979,88.91931915,88.32900238,90.10608673,87.92881012,88.35405731,89.60835266,89.13630676,89.18881226,87.1019516,87.58409882,89.06491089,89.71810913,91.53536224,92.39282227,91.19316864,90.99565887,90.09221649,88.41401672,86.66586304,85.99237061,87.03636169,89.13697815,91.13410187,89.98763275,85.49649048,86.88259888,86.52871704,88.49542236,88.40660858,89.49221039,88.83123779,89.87320709,91.00801086,90.38950348,90.86923218,91.61769867,91.17697906,,,,,,,,
Cuba,CUB,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,62.34851837,55.967659,,,,,,,,,,,,,,,,,,,,,,,,,,,92.85421753,95.55721283,95.8376236,101.9185486,98.11132813,96.09671783,97.52944183,95.25411987,93.73840332,88.6169281,95.64971161,94.44628906,95.47483063,94.8883667,92.99047852,96.54644012,96.32636261,92.31004333,88.76135254,83.75354004,86.02886963,95.09533691,
Curacao,CUW,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.47511292,101.244812,106.0377426,96.52777863,,89.6875,79.32099152,94.0625,80.1242218,99.37695313,,,101.7910385,97.98271179,94.69274139,,,,,89.95098114,,,
Cyprus,CYP,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,86.77826691,87.62339783,84.28549957,86.30603027,79.30709839,79.86981964,73.05708313,78.46881866,84.03098297,72.71665192,88.47538757,76.68302917,78.37119293,75.75218201,57.83026123,61.5929184,68.30484009,80.19400024,79.82350159,78.48377991,82.77481079,83.64318085,100.9606094,103.9708633,99.57559967,98.12467194,98.53898621,,101.5687714,98.02642822,97.55493164,100.0179596,99.36486053,88.09076691,100.3017883,100.8928604,99.94412994,100.7869492,103.0022583,97.87957764,101.9115067,100.4138184,98.78903961,99.57541656,95.89253998,98.0171814,101.3800888,101.8915482,102.9386292,,
Czech Republic,CZE,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.68122101,103.530159,,109.638298,,,99.26286316,98.77056122,99.19586182,103.5995636,99.98578644,99.55734253,99.24033356,94.56250763,96.15595245,98.63401794,103.2534103,106.3167877,104.2931519,101.4899292,99.30088043,98.02240753,96.03462982,96.6775589,98.16876984,98.30895233,100.5549774,,
Germany,DEU,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2462616,96.8414917,96.12769318,96.61982727,98.96884155,,101.8485107,104.6414108,106.0371399,101.8262634,100.8333588,99.95716095,96.99076843,98.41903687,103.3297272,101.9651794,102.4822235,102.0726318,101.8175812,98.48815155,98.48348236,97.32042694,98.85404205,97.59335327,98.51217651,100.1462402,98.2456665,,
Djibouti,DJI,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,28.99609947,28.23529053,28.07675934,26.68958092,26.02643967,,,,,,,,,,,,,,,,,,,,,,,27.65011024,31.47208023,31.3411808,,,,38.1856308,42.19514847,,47.70763016,,,47.71294022,,50.65410995,59.75210953,64.39900208,65.79292297,60.26631165,63.55627823,63.76467896,61.25540924,66.3932724
Dominica,DMA,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.70432281,,,,,,,,,,,111.5442276,113.8847885,117.178772,98.55452728,95.85427094,93.98314667,89.90609741,82.55674744,83.85875702,79.68126678,79.46553802,78.02690887,80.06329346,98.00332642,96.47265625,97.5655365,100.5940628,112.3203278,,,,,
