Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,16-09-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Bosnia and Herzegovina,BIH,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.52933,,,,,99.64212,99.14783,98.30714,97.75499,,,,
Belarus,BLR,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,97.17902,99.68963,,97.53752,99.71154,100,99.12654,100,100,99.18664,99.39026,100,97.49492,,,99.60756,98.16132,97.60368,98.18751,98.02455,97.91476,97.60337,97.64418,,,,
Belize,BLZ,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.79551,,,93.99529,93.58121,,,,92.50426,93.63785,,100,94.22236,100,92.93015,94.17314,96.25312,96.26142,94.96021,96.89039,100,95.21656,97.28208,97.25356,95.8042,93.49257,97.43146,,,,
Bermuda,BMU,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.22642,,,,,,,,,86.89443,,,,,,,,,,
Bolivia,BOL,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.40628,93.83282,95.12287,96.87011,96.63624,97.28819,97.50141,96.86757,97.48533,,,,
Brazil,BRA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,72.96007,90.27709,90.77414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,BRB,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.72223,100,98.49108,100,96.25192,100,100,96.79505,98.18869,100,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,86.52793,,92.85403,77.68491,70.7264,84.68066,,89.10846,92.70453,,100,85.34613,,,,,,,,,,,,,,,,,,,87.36521,97.72262,96.56265,99.89629,100,99.85816,100,99.28104,100,99.24229,100,99.49669,100,,100,100,,,,
Bhutan,BTN,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,90.96916,59.57821,,,,,,,,,,,,,,,89.52096,,,,93.17088,92.95293,92.85534,92.46641,,,,,95.55022,,,96.2521,97.62376,99.15912,97.72891,95.64067,98.00137,,,99.12811,,,,,
Botswana,BWA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,53.02168,49.6612,50.73008,58.35171,60.07359,71.12571,87.93353,79.98392,87.77191,85.69542,91.94542,,,,95.52193,96.84041,95.16801,95.88173,100,97.14496,100,98.45508,98.30338,98.09901,,,,,97.377,,,,,,,,,
Central African Republic,CAF,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,38.22986,41.84912,37.8345,,,,36.1054,,,52.02686,69.30752,72.98445,,,53.97162,44.79909,56.41205,56.07521,49.6894,54.5548,,,,,,,,,,,,,,73.74336,,,,62.82517,,,80.54362,,,,,,,,,,
Canada,CAN,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.71138,99.26582,99.18984,98.27366,99.51661,99.79966,98.86743,100.0567,100.0636,100.064,100.0302,100.1291,100.0993,100.0848,99.98469,99.64718,99.633,99.76133,99.71711,99.63226,99.66149,99.33214,99.50065,99.64976,99.73507,99.75937,99.76506,,,,
Switzerland,CHE,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.88632,99.78637,100,100,99.69607,99.47135,99.54291,99.23348,99.37605,99.81243,99.77818,99.82513,99.67959,100,99.75759,100,100,,,,,
Channel Islands,CHI,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,91.95038,91.96055,89.91431,89.09581,87.3777,85.77748,91.72373,,,,,,94.08738,,,,,,,,,,,,,,97.96823,,,,,,,,,,,,,,95.69367,96.68376,96.45688,96.70423,96.74968,96.98251,97.39707,,,,,
China,CHN,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.82696,89.90686,,,,,,,,,,,,98.79232,,,,,,,,,,,,,
Cote d'Ivoire,CIV,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,53.11111,49.8875,,48.27058,50.49503,51.1672,57.25918,58.2781,58.62769,,51.59113,48.56312,54.46426,51.16145,48.12412,49.44451,,,,,,69.02335,,71.02583,68.52887,63.60061,,69.07233,70.55824,,,,,,71.84271,,70.04196,,,77.28643,,90.3775,94.4113,94.12181,91.49627,,,,,
Cameroon,CMR,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,27.83312,32.23465,34.56258,35.65708,37.19535,32.46348,38.95442,37.8977,39.17068,38.80976,44.88022,43.22376,44.25793,43.29343,47.0515,47.3413,,,47.90848,,,,,,,,,31.37904,,,,,,,44.69766,58.92838,49.85376,,57.80759,61.6795,,,65.07221,63.95585,,,,,,
"Congo, Dem. Rep.",COD,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,50.13324,,,,,,,,,,,,,,,,,,,,29.87101,33.51703,28.7162,,,,,,,,,,,,,,91.6629,,,,75.43658,73.20408,,,,,,,,,
"Congo, Rep.",COG,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,67.98815,82.74831,81.25298,85.77138,97.60522,100,98.8944,,98.79367,,95.99099,99.46309,,,88.14245,,83.64157,,,,74.04749,82.08521,,60.87495,,,,,,88.74416,85.06199,87.62545,72.20596,,,70.9341,73.52389,77.04937,,78.10262,,,,,,,,,,
Colombia,COL,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,55.0228,56.42127,65.22933,58.32029,62.87442,63.50637,,,,,,,,,,96.75672,,92.52001,,,,100,99.08193,99.59176,100,100,99.21063,100,100,98.45451,,,,,,,,,
Comoros,COM,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.47196,99.3617,,,,,,,,,,100,,,,,,,,
Cabo Verde,CPV,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,100,53.23741,48.81188,53.5503,54.83288,43.05556,63.84222,,56.32378,,,,,,,,,,,,,,85.47683,85.42889,87.02265,90.71232,97.80142,91.05497,93.4974,91.77844,94.18288,95.68575,94.40197,94.06715,95.24385,97.09504,96.43001,98.89891,94.18946,,,,
Costa Rica,CRI,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,49.43074,53.42929,,,,,,,,,56.12086,52.83583,,,52.46191,58.20813,58.3816,61.77498,63.15967,,63.41757,66.36897,66.37629,66.60356,68.21786,67.57242,,,,85.56859,83.93938,89.1408,,,,100,,100,97.94779,94.27808,95.1343,97.72161,85.65621,86.30144,84.81729,86.07027,86.35151,93.05345,,,,
Caribbean small states,CSS,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,86.9234,90.18858,89.7167,89.71563,89.23614,88.57652,84.29588,84.05804,83.65079,84.26286,85.09685,85.95135,85.8917,86.49668,87.08132,87.18327,89.10712,86.2868,88.92492,89.58487,90.45716,91.08186,,94.25279,92.45158,93.81522,92.45956,91.39073,89.45412,90.7315,88.15399,89.06486,90.27354,92.27973,,,,
Cuba,CUB,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,67.66071,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.21151,96.63108,97.13923,97.85979,98.24722,98.47306,98.27556,98.51361,98.11935,98.68702,98.50431,98.46382,98.71773,98.71649,98.94388,98.12906,98.42498,98.07175,97.99916,,,,
Curacao,CUW,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,94.2623,88.96797,,,97.48327,100,85.11628,100,,,,92.08211,93.04202,,,,,,,,,
Cyprus,CYP,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,70.58343,74.67652,72.79928,68.74106,79.15432,80.93347,80.883,83.56563,84.92936,84.87838,87.88525,87.74297,97.96103,97.95053,100,99.48424,98.56771,,100,,,100,100,100,99.90157,100,,,99.6488,100,100,99.8923,99.62956,100,100,98.33143,99.8327,99.98773,99.80802,98.88623,97.79044,99.10735,98.92473,98.77737,100,99.49325,,,,,
Czech Republic,CZE,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.67912,,,,100,100,100,100,99.99558,99.72243,99.7419,99.23278,99.13606,99.60642,98.7432,98.70884,98.45891,99.37439,99.4392,99.95383,99.91662,100,,,,,
Germany,DEU,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.98076,99.8438,100,,,100,100,99.93524,100,99.81882,100,99.81792,99.53468,99.83966,,,,,,100,100,100,100,,,,,
Djibouti,DJI,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,44.26667,52.37258,42.77539,36.46497,,,,,,,,,,,,,,,,,,,,,,,,66.20714,80.27304,,,,94.21613,91.31783,,,,,,92.59797,,98.98262,81.54886,77.21559,86.23482,87.91915,,,,
Dominica,DMA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,85.66176,,100,,100,,,96.56716,,100,99.73264,100,94.94098,,100,,,,,,,
Denmark,DNK,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.10132,99.88019,,100,,,100,100,97.05156,94.72428,99.59234,100,100,96.90951,100,99.94336,100,100,100,,,,,
Dominican Republic,DOM,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.09717,89.7153,,,,93.71267,,,97.60241,,95.9914,88.80615,91.80819,90.7775,92.63052,95.56447,92.99217,90.15751,90.974,91.57744,,,,
Algeria,DZA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,36.57348,33.16297,47.55043,53.87588,58.83779,58.84818,61.10939,61.88685,,69.09283,,83.56074,83.44801,,,,92.29244,92.71531,91.50368,91.80081,92.18334,90.45191,90.7839,90.31565,91.08945,,90.08738,97.42477,92.46102,94.1413,94.2151,93.32703,93.21081,91.5552,92.55681,97.14276,,100,100,100,100,100,100,100,,100,,,,
East Asia & Pacific (excluding high income),EAP,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.75232,86.96159,87.25254,86.10408,84.90795,86.18037,87.50635,88.9659,90.3146,91.64302,91.48195,94.14355,96.59018,95.87851,96.32582,95.48939,94.90677,,,93.65347,96.37307,96.83381,97.07862,97.11456,,,,
Early-demographic dividend,EAR,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,82.54912,82.28424,83.62853,79.50002,80.13357,81.06621,82.10541,83.21922,84.17584,85.20342,86.13851,86.97314,87.77018,88.66835,89.42835,88.595,90.70417,88.86428,90.25422,89.69637,90.78618,92.12294,91.05315,91.24999,90.92858,90.43022,91.93887,90.84885,91.14488,,,91.25275,92.23703,,,,
East Asia & Pacific,EAS,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.07377,87.79034,88.02737,86.89598,85.71961,86.85671,88.07113,89.42853,90.72792,92.00044,91.8795,94.35936,96.62403,95.99507,,95.62877,95.07778,,,93.90487,96.41331,96.82801,97.04565,97.05728,,,,
Europe & Central Asia (excluding high income),ECA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.92507,93.8966,93.98488,94.12344,95.93679,96.49026,96.94505,97.4771,97.70364,95.96845,95.95122,97.66348,98.67874,99.64777,99.59829,99.47517,99.12882,99.10466,99.20954,99.57704,97.49283,98.60716,98.82052,99.69362,99.4776,99.71808,,,,
Europe & Central Asia,ECS,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.95249,95.40405,95.08106,95.28545,96.45486,96.59757,96.96498,97.27535,97.79973,96.9016,96.8923,97.76835,98.29567,98.76152,98.70146,98.59877,98.44647,98.36609,98.41325,98.54659,97.59022,98.18868,98.28374,98.66893,98.64028,98.79999,,,,
Ecuador,ECU,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,78.47928,,,84.54812,94.14476,91.93384,93.81764,89.56269,,,,,,,,,,,,,,,62.59762,,,,,69.74482,70.7057,72.20138,75.38136,75.36828,76.46295,80.96117,80.15563,81.05174,,100,100,97.51136,97.62768,100,100,95.53003,98.41182,98.80742,99.19815,,,,
"Egypt, Arab Rep.",EGY,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,74.53387,88.63884,,,,,,,,,,,,,,,,,,,,,,91.21989,91.31139,,93.59806,92.39247,,,,,,,,,,,,,92.88803,95.07586,,,,
Euro area,EMU,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,95.49732,94.77766,,,94.82685,95.18724,94.15442,94.16967,94.90378,95.59817,96.44208,96.09835,95.37648,95.16292,95.65987,96.34354,96.51273,96.01735,95.89827,95.2113,95.19629,95.62015,95.49998,95.40442,95.33474,96.69431,96.76457,96.69371,96.6152,96.65567,96.56658,96.63729,96.70934,96.72433,96.55808,96.58648,96.53931,96.62424,96.75222,96.71308,96.56074,96.76229,96.85592,,,,
Eritrea,ERI,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,95.68353,93.76537,89.42103,,,100,87.60447,100,100,99.23448,96.96021,94.09704,86.49801,94.62464,94.9636,91.01824,98.58748,96.9086,99.49632,,93.09738,,,96.24945,,,,
Spain,ESP,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,98.50659,98.97167,99.62652,99.8876,99.31804,99.84889,99.6636,100,95.95133,100,,,100,99.1763,,,,,,,,,,,,,,,99.61152,98.3641,,,,100,99.76588,99.20716,99.94597,,,,,
Estonia,EST,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.03337,,,99.26852,99.3822,99.94399,99.27039,,99.29844,99.93864,,,99.30219,100,99.96939,99.50487,99.58194,99.7055,99.39229,99.34917,99.49724,99.69281,,,,,
Ethiopia,ETH,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,90.62458,88.60238,,,,,,89.403,89.85089,94.62965,,,94.76709,,,,,,99.79695,96.9782,97.58784,93.09685,89.25187,93.96378,89.6108,100,,,91.95012,,,,,,,
European Union,EUU,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,96.7075,97.277,,,,,,97.40873,,97.10737,96.44872,96.79618,97.16634,96.87169,97.13145,97.17217,97.98695,98.00751,97.98294,97.92362,97.94501,97.88364,97.78132,97.7646,97.83817,97.71729,97.71879,97.6348,97.66925,97.78411,97.77966,97.69559,97.84529,97.92222,,,,
Fragile and conflict affected situations,FCS,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,73.14721,72.98424,69.75073,66.81512,67.53647,69.60974,68.24918,69.22254,69.40056,68.94458,68.08839,62.21444,65.15194,67.42801,69.92493,69.78396,68.34246,69.15467,68.72511,68.88323,68.04611,68.7528,68.50529,68.77233,69.81884,69.72081,71.14882,72.38467,73.97387,75.03807,76.00612,74.89057,77.88103,79.27434,80.0634,80.62796,81.46482,81.6034,81.61961,82.2676,82.16623,81.069,78.72723,79.38619,79.39664,80.52643,79.81872,78.91964,,,,
Finland,FIN,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,98.39382,98.15296,98.56063,97.77379,98.26912,97.08025,98.83982,98.55885,,,,100,99.8196,99.55731,100,100,100,99.86073,100,99.76573,99.83161,100,99.76389,99.88244,100,100,99.86796,100,99.7149,99.97783,100,,,,,
Fiji,FJI,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,89.94202,92.04913,,,92.42108,92.19251,95.78167,,,,,,,,,,,,,,99.30005,100,99.5583,,100,,,,99.96042,95.54001,,,91.43604,,,,97.83385,,,,,,
France,FRA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
